"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"06/04/2026";"1900";"29,4";"29,9";"26,7";"48,0";"63,0";"45,0";"17,1";"19,9";"16,3";"918,6";"918,9";"918,6";"1,4";"54,0";"4,9";"1542,00";"0,0"
"06/04/2026";"2000";"25,4";"29,4";"25,4";"63,0";"64,0";"47,0";"17,7";"18,4";"16,8";"919,0";"919,0";"918,6";"2,3";"119,0";"6,4";"502,10";"0,0"
"06/04/2026";"2100";"24,7";"25,4";"24,5";"67,0";"67,0";"62,0";"18,1";"18,4";"17,4";"919,0";"919,1";"918,9";"2,4";"112,0";"6,9";"71,50";"0,0"
"06/04/2026";"2200";"23,6";"24,7";"23,6";"67,0";"70,0";"65,0";"17,1";"18,3";"17,0";"919,5";"919,5";"919,0";"1,8";"107,0";"5,8";"";"0,0"
"06/04/2026";"2300";"23,3";"23,9";"23,3";"69,0";"69,0";"66,0";"17,2";"17,4";"17,1";"920,0";"920,0";"919,5";"1,8";"114,0";"5,3";"";"0,0"
"07/04/2026";"0000";"23,2";"23,4";"23,0";"69,0";"70,0";"68,0";"17,2";"17,3";"17,1";"920,7";"920,7";"920,0";"1,6";"111,0";"4,9";"";"0,0"
"07/04/2026";"0100";"22,4";"23,2";"22,3";"74,0";"74,0";"69,0";"17,5";"17,5";"17,1";"921,3";"921,3";"920,7";"1,4";"90,0";"3,7";"";"0,0"
"07/04/2026";"0200";"21,5";"22,5";"21,5";"78,0";"78,0";"73,0";"17,5";"17,6";"17,4";"921,6";"921,6";"921,3";"1,0";"105,0";"4,3";"";"0,0"
"07/04/2026";"0300";"21,5";"21,7";"21,2";"79,0";"80,0";"78,0";"17,6";"17,7";"17,5";"921,0";"921,6";"921,0";"1,6";"111,0";"4,8";"";"0,0"
"07/04/2026";"0400";"20,9";"21,5";"20,8";"79,0";"81,0";"78,0";"17,2";"17,6";"17,2";"920,6";"921,0";"920,6";"1,5";"107,0";"4,8";"";"0,0"
"07/04/2026";"0500";"21,0";"21,2";"20,7";"79,0";"80,0";"78,0";"17,3";"17,3";"17,1";"920,6";"920,7";"920,5";"1,4";"103,0";"5,1";"";"0,0"
"07/04/2026";"0600";"20,5";"21,0";"20,5";"83,0";"83,0";"79,0";"17,4";"17,5";"17,2";"920,2";"920,7";"920,2";"1,7";"120,0";"4,7";"";"0,0"
"07/04/2026";"0700";"20,3";"20,5";"20,2";"83,0";"84,0";"82,0";"17,3";"17,5";"17,3";"920,5";"920,5";"920,2";"1,6";"120,0";"4,7";"";"0,0"
"07/04/2026";"0800";"19,9";"20,4";"19,8";"85,0";"85,0";"83,0";"17,3";"17,4";"17,1";"920,8";"920,8";"920,4";"1,6";"114,0";"3,7";"";"0,0"
"07/04/2026";"0900";"19,9";"20,1";"19,6";"84,0";"85,0";"84,0";"17,2";"17,3";"17,0";"921,0";"921,1";"920,8";"1,7";"107,0";"5,9";"";"0,0"
"07/04/2026";"1000";"20,4";"20,4";"19,7";"82,0";"85,0";"82,0";"17,3";"17,3";"16,9";"921,6";"921,6";"921,1";"1,1";"107,0";"5,9";"76,80";"0,0"
"07/04/2026";"1100";"22,1";"22,1";"20,3";"76,0";"83,0";"74,0";"17,7";"17,9";"17,1";"922,0";"922,0";"921,6";"1,7";"93,0";"5,4";"743,20";"0,0"
"07/04/2026";"1200";"23,4";"23,5";"22,1";"72,0";"76,0";"70,0";"18,0";"18,1";"17,3";"922,2";"922,2";"921,9";"2,4";"125,0";"6,8";"1679,90";"0,0"
"07/04/2026";"1300";"24,0";"24,8";"23,4";"68,0";"72,0";"65,0";"17,7";"19,0";"17,1";"922,4";"922,5";"922,2";"2,1";"115,0";"6,8";"2126,40";"0,0"
"07/04/2026";"1400";"26,8";"27,0";"24,0";"58,0";"71,0";"56,0";"17,9";"19,0";"16,7";"922,0";"922,4";"922,0";"1,8";"61,0";"6,2";"2662,10";"0,0"
"07/04/2026";"1500";"27,6";"28,2";"24,8";"50,0";"67,0";"50,0";"16,3";"19,4";"16,3";"921,3";"922,0";"921,3";"1,9";"63,0";"6,2";"2480,10";"0,0"
"07/04/2026";"1600";"28,1";"29,2";"26,4";"50,0";"58,0";"45,0";"16,6";"18,6";"15,6";"920,4";"921,3";"920,4";"1,7";"68,0";"5,7";"2818,50";"0,0"
"07/04/2026";"1700";"29,6";"30,0";"25,1";"44,0";"65,0";"43,0";"16,1";"18,8";"14,7";"919,8";"920,4";"919,8";"1,1";"66,0";"4,9";"2155,10";"0,0"
"07/04/2026";"1800";"28,7";"29,9";"26,2";"46,0";"58,0";"42,0";"15,8";"17,7";"14,7";"919,4";"919,8";"919,4";"1,7";"47,0";"4,9";"2237,70";"0,0"
"07/04/2026";"1900";"27,8";"29,9";"25,6";"51,0";"60,0";"45,0";"16,6";"18,7";"15,4";"919,1";"919,4";"919,1";"1,4";"29,0";"4,5";"1157,60";"0,0"
"07/04/2026";"2000";"25,1";"27,9";"25,1";"58,0";"58,0";"47,0";"16,1";"17,3";"15,5";"918,9";"919,1";"918,9";"2,1";"19,0";"5,9";"386,80";"0,0"
"07/04/2026";"2100";"22,8";"25,1";"22,7";"67,0";"69,0";"57,0";"16,5";"17,1";"16,0";"919,0";"919,0";"918,8";"1,6";"47,0";"5,3";"50,50";"0,0"
"07/04/2026";"2200";"21,8";"23,7";"21,8";"71,0";"72,0";"61,0";"16,3";"16,6";"15,7";"919,5";"919,6";"919,0";"0,2";"106,0";"5,1";"";"0,0"
"07/04/2026";"2300";"23,0";"23,5";"21,7";"64,0";"72,0";"63,0";"15,9";"16,4";"15,8";"920,3";"920,3";"919,5";"1,5";"104,0";"4,2";"";"0,0"
"08/04/2026";"0000";"22,0";"23,1";"21,9";"68,0";"69,0";"64,0";"15,9";"16,1";"15,7";"920,6";"920,6";"920,3";"1,7";"105,0";"5,4";"";"0,0"
"08/04/2026";"0100";"21,5";"22,3";"21,5";"71,0";"71,0";"68,0";"16,1";"16,1";"16,0";"920,6";"920,7";"920,5";"1,5";"107,0";"5,1";"";"0,0"
"08/04/2026";"0200";"21,2";"21,7";"21,2";"72,0";"72,0";"70,0";"15,9";"16,1";"15,9";"920,6";"920,7";"920,4";"1,2";"91,0";"4,6";"";"0,0"
"08/04/2026";"0300";"20,7";"21,2";"20,1";"75,0";"77,0";"72,0";"16,1";"16,2";"15,8";"920,2";"920,7";"920,2";"0,6";"110,0";"3,6";"";"0,0"
"08/04/2026";"0400";"20,6";"20,9";"20,2";"75,0";"77,0";"74,0";"16,0";"16,2";"15,8";"919,8";"920,2";"919,8";"0,9";"124,0";"2,1";"";"0,0"
"08/04/2026";"0500";"18,8";"20,7";"18,8";"83,0";"83,0";"74,0";"15,8";"16,1";"15,7";"919,5";"919,8";"919,4";"0,0";"287,0";"1,6";"";"0,0"
"08/04/2026";"0600";"18,6";"19,2";"18,5";"84,0";"85,0";"82,0";"15,9";"16,1";"15,8";"919,1";"919,5";"919,1";"0,0";"329,0";"0,8";"";"0,0"
"08/04/2026";"0700";"18,3";"18,7";"18,2";"86,0";"87,0";"84,0";"15,9";"16,1";"15,8";"919,1";"919,3";"919,1";"0,0";"205,0";"0,9";"";"0,0"
"08/04/2026";"0800";"17,7";"18,4";"17,7";"88,0";"88,0";"86,0";"15,7";"16,1";"15,6";"919,3";"919,3";"919,1";"0,6";"321,0";"0,9";"";"0,0"
"08/04/2026";"0900";"17,7";"18,0";"17,7";"89,0";"89,0";"88,0";"15,8";"16,1";"15,7";"919,6";"919,6";"919,3";"0,1";"23,0";"0,9";"";"0,0"
"08/04/2026";"1000";"18,9";"18,9";"17,6";"88,0";"90,0";"88,0";"16,8";"16,8";"15,7";"920,2";"920,2";"919,6";"0,0";"113,0";"1,0";"74,20";"0,0"
"08/04/2026";"1100";"22,9";"23,5";"18,9";"64,0";"88,0";"62,0";"15,8";"17,2";"15,6";"920,8";"920,8";"920,2";"0,4";"101,0";"2,1";"842,40";"0,0"
"08/04/2026";"1200";"25,0";"25,3";"22,9";"65,0";"68,0";"58,0";"18,0";"18,1";"15,6";"921,2";"921,2";"920,8";"0,7";"356,0";"3,2";"1649,50";"0,0"
"08/04/2026";"1300";"26,7";"26,7";"24,5";"61,0";"67,0";"54,0";"18,5";"18,5";"16,1";"921,1";"921,3";"921,1";"1,0";"43,0";"3,3";"2176,20";"0,0"
"08/04/2026";"1400";"27,3";"27,4";"26,1";"56,0";"62,0";"53,0";"17,7";"18,9";"16,4";"920,4";"921,2";"920,4";"1,6";"335,0";"4,4";"2618,90";"0,0"
"08/04/2026";"1500";"28,8";"28,9";"27,2";"53,0";"58,0";"46,0";"18,1";"19,0";"15,5";"919,4";"920,4";"919,4";"1,0";"8,0";"4,5";"2932,70";"0,0"
"08/04/2026";"1600";"28,5";"29,5";"26,6";"46,0";"58,0";"43,0";"15,8";"18,9";"14,7";"918,7";"919,4";"918,7";"1,0";"288,0";"4,7";"2425,10";"0,0"
"08/04/2026";"1700";"28,2";"29,9";"27,4";"53,0";"58,0";"42,0";"17,8";"19,4";"15,5";"918,1";"918,7";"918,1";"1,5";"295,0";"6,0";"2136,00";"0,0"
"08/04/2026";"1800";"29,6";"30,3";"28,2";"49,0";"54,0";"45,0";"17,9";"18,8";"16,5";"917,3";"918,1";"917,2";"1,7";"348,0";"5,5";"2753,60";"0,0"
"08/04/2026";"1900";"27,6";"30,0";"27,6";"53,0";"56,0";"44,0";"17,2";"18,8";"16,3";"916,9";"917,3";"916,9";"1,9";"308,0";"5,7";"1235,90";"0,0"
"08/04/2026";"2000";"25,7";"27,8";"25,7";"64,0";"64,0";"53,0";"18,4";"19,1";"17,3";"917,0";"917,0";"916,9";"1,8";"323,0";"5,1";"391,90";"0,0"
"08/04/2026";"2100";"22,8";"25,7";"22,8";"68,0";"68,0";"60,0";"16,7";"18,6";"16,5";"917,9";"918,2";"916,9";"1,5";"174,0";"11,7";"36,00";"0,0"
"08/04/2026";"2200";"21,4";"22,8";"21,4";"76,0";"76,0";"68,0";"17,0";"17,0";"16,5";"918,7";"918,7";"917,8";"0,7";"295,0";"6,7";"";"0,0"
"08/04/2026";"2300";"21,7";"22,3";"21,2";"71,0";"77,0";"71,0";"16,3";"17,1";"16,3";"918,7";"918,9";"918,7";"0,1";"196,0";"2,9";"";"0,0"
"09/04/2026";"0000";"20,5";"21,8";"20,4";"83,0";"83,0";"71,0";"17,5";"17,7";"16,2";"919,0";"919,0";"918,7";"0,1";"350,0";"2,2";"";"0,0"
"09/04/2026";"0100";"20,6";"20,9";"20,4";"84,0";"84,0";"82,0";"17,8";"18,0";"17,5";"919,0";"919,1";"918,9";"0,3";"319,0";"1,3";"";"0,0"
"09/04/2026";"0200";"20,3";"20,7";"20,1";"86,0";"87,0";"83,0";"17,9";"17,9";"17,7";"918,8";"919,0";"918,8";"0,0";"335,0";"1,4";"";"0,0"
"09/04/2026";"0300";"20,1";"20,5";"20,1";"85,0";"86,0";"84,0";"17,5";"17,9";"17,5";"918,5";"918,9";"918,5";"0,0";"295,0";"0,3";"";"0,0"
"09/04/2026";"0400";"20,0";"20,6";"20,0";"85,0";"85,0";"83,0";"17,5";"17,7";"17,3";"917,9";"918,5";"917,9";"0,0";"332,0";"0,0";"";"0,0"
"09/04/2026";"0500";"19,8";"20,0";"19,6";"87,0";"88,0";"85,0";"17,7";"17,7";"17,3";"917,5";"917,9";"917,4";"0,0";"20,0";"0,0";"";"0,0"
"09/04/2026";"0600";"19,4";"20,0";"19,3";"88,0";"88,0";"87,0";"17,4";"17,8";"17,2";"917,3";"917,5";"917,3";"0,0";"53,0";"0,0";"";"0,0"
"09/04/2026";"0700";"19,3";"19,8";"19,3";"89,0";"89,0";"87,0";"17,4";"17,7";"17,4";"917,4";"917,5";"917,2";"0,0";"301,0";"0,0";"";"0,0"
"09/04/2026";"0800";"19,6";"19,7";"19,3";"90,0";"90,0";"89,0";"18,0";"18,0";"17,4";"917,8";"917,8";"917,4";"0,0";"205,0";"0,0";"";"0,0"
"09/04/2026";"0900";"19,8";"19,8";"19,3";"89,0";"90,0";"89,0";"17,9";"18,1";"17,6";"918,2";"918,2";"917,8";"0,0";"251,0";"0,0";"";"0,0"
"09/04/2026";"1000";"19,8";"19,8";"19,3";"89,0";"89,0";"88,0";"17,9";"17,9";"17,3";"918,7";"918,7";"918,2";"0,0";"59,0";"0,0";"51,20";"0,0"
"09/04/2026";"1100";"23,4";"23,4";"19,8";"72,0";"89,0";"72,0";"18,1";"19,1";"18,0";"919,0";"919,0";"918,7";"0,0";"55,0";"0,0";"745,20";"0,0"
"09/04/2026";"1200";"25,7";"25,8";"23,4";"64,0";"74,0";"59,0";"18,5";"19,1";"17,0";"919,3";"919,3";"919,0";"0,4";"338,0";"2,0";"1587,00";"0,0"
"09/04/2026";"1300";"27,4";"27,4";"25,4";"53,0";"64,0";"53,0";"16,9";"18,9";"16,5";"919,2";"919,3";"919,2";"0,8";"333,0";"2,7";"2264,90";"0,0"
"09/04/2026";"1400";"29,3";"29,4";"27,1";"49,0";"58,0";"47,0";"17,4";"18,6";"15,5";"918,7";"919,2";"918,7";"1,3";"348,0";"4,3";"2691,20";"0,0"
"09/04/2026";"1500";"28,8";"30,5";"26,8";"48,0";"58,0";"42,0";"16,6";"18,6";"15,2";"917,8";"918,7";"917,8";"1,2";"281,0";"5,1";"2137,70";"0,0"
"09/04/2026";"1600";"27,0";"30,6";"27,0";"53,0";"53,0";"41,0";"16,4";"18,3";"15,6";"917,0";"917,8";"917,0";"2,5";"255,0";"5,5";"1961,10";"0,0"
"09/04/2026";"1700";"31,0";"31,0";"26,9";"42,0";"58,0";"41,0";"16,7";"19,3";"15,6";"916,0";"917,0";"916,0";"1,9";"259,0";"6,0";"2017,70";"0,0"
"09/04/2026";"1800";"30,5";"31,6";"29,8";"41,0";"48,0";"40,0";"15,6";"17,6";"15,2";"915,6";"916,0";"915,5";"1,2";"202,0";"6,0";"2580,10";"0,0"
"09/04/2026";"1900";"29,7";"30,6";"27,7";"42,0";"51,0";"39,0";"15,4";"17,2";"15,0";"915,3";"915,6";"915,3";"1,0";"242,0";"4,8";"924,90";"0,0"
"09/04/2026";"2000";"26,6";"29,7";"26,6";"52,0";"52,0";"42,0";"15,9";"16,5";"15,1";"916,0";"916,0";"915,3";"0,8";"207,0";"5,3";"270,50";"0,0"
"09/04/2026";"2100";"26,1";"26,7";"26,0";"55,0";"56,0";"51,0";"16,4";"16,5";"15,7";"916,5";"916,6";"916,0";"1,3";"236,0";"3,6";"27,00";"0,0"
"09/04/2026";"2200";"24,1";"26,1";"24,1";"71,0";"71,0";"55,0";"18,5";"18,6";"16,4";"917,2";"917,3";"916,5";"1,7";"279,0";"7,8";"";"0,0"
"09/04/2026";"2300";"21,8";"24,1";"21,7";"80,0";"82,0";"71,0";"18,3";"18,7";"18,3";"918,1";"918,1";"917,2";"0,8";"353,0";"4,5";"";"0,0"
"10/04/2026";"0000";"22,0";"22,5";"21,5";"80,0";"85,0";"79,0";"18,5";"19,0";"18,2";"918,6";"918,6";"918,1";"0,2";"120,0";"2,9";"";"0,0"
"10/04/2026";"0100";"20,6";"22,0";"20,6";"85,0";"85,0";"80,0";"18,1";"18,5";"18,0";"918,5";"918,6";"918,3";"0,9";"330,0";"2,9";"";"0,0"
"10/04/2026";"0200";"20,0";"20,6";"20,0";"87,0";"87,0";"85,0";"17,8";"18,1";"17,7";"918,5";"918,6";"918,5";"0,3";"354,0";"2,1";"";"0,0"
"10/04/2026";"0300";"19,7";"20,0";"19,5";"89,0";"89,0";"87,0";"17,8";"18,0";"17,6";"918,5";"918,6";"918,5";"0,1";"222,0";"1,5";"";"0,0"
"10/04/2026";"0400";"20,2";"20,2";"19,5";"86,0";"89,0";"86,0";"17,8";"18,1";"17,5";"918,2";"918,6";"918,2";"0,0";"113,0";"0,8";"";"0,0"
"10/04/2026";"0500";"19,6";"20,2";"19,6";"88,0";"88,0";"86,0";"17,5";"17,8";"17,3";"917,8";"918,2";"917,8";"0,0";"63,0";"0,3";"";"0,0"
"10/04/2026";"0600";"19,6";"20,4";"19,5";"89,0";"89,0";"86,0";"17,6";"18,2";"17,3";"917,5";"917,8";"917,5";"0,0";"306,0";"0,0";"";"0,0"
"10/04/2026";"0700";"19,6";"20,0";"19,5";"89,0";"89,0";"87,0";"17,7";"18,0";"17,5";"917,7";"917,8";"917,5";"0,0";"56,0";"0,0";"";"0,0"
"10/04/2026";"0800";"18,8";"19,6";"18,7";"91,0";"91,0";"89,0";"17,3";"17,8";"17,1";"918,1";"918,1";"917,6";"0,0";"23,0";"0,8";"";"0,0"
"10/04/2026";"0900";"20,3";"20,5";"18,8";"84,0";"92,0";"84,0";"17,5";"18,5";"17,3";"918,5";"918,6";"918,1";"0,6";"108,0";"2,9";"";"0,0"
"10/04/2026";"1000";"20,1";"20,5";"20,1";"84,0";"84,0";"83,0";"17,3";"17,5";"17,2";"919,1";"919,1";"918,5";"0,6";"88,0";"4,1";"78,80";"0,0"
"10/04/2026";"1100";"22,6";"22,6";"20,0";"75,0";"84,0";"75,0";"18,0";"18,1";"17,3";"920,0";"920,0";"919,1";"0,8";"117,0";"4,2";"669,30";"0,0"
"10/04/2026";"1200";"23,9";"23,9";"22,5";"71,0";"76,0";"69,0";"18,2";"18,4";"17,6";"920,4";"920,4";"920,0";"1,9";"117,0";"5,7";"1578,70";"0,0"
"10/04/2026";"1300";"26,1";"26,3";"23,9";"64,0";"71,0";"61,0";"18,7";"19,7";"17,6";"920,5";"920,5";"920,3";"1,8";"88,0";"6,1";"2358,40";"0,0"
"10/04/2026";"1400";"27,0";"27,9";"26,0";"62,0";"65,0";"57,0";"19,2";"19,9";"17,9";"920,0";"920,5";"920,0";"0,8";"81,0";"6,1";"2546,90";"0,0"
"10/04/2026";"1500";"28,3";"29,1";"25,6";"55,0";"65,0";"51,0";"18,5";"19,7";"17,4";"919,6";"920,0";"919,6";"1,5";"56,0";"4,7";"2544,90";"0,0"
"10/04/2026";"1600";"29,3";"29,7";"27,8";"50,0";"57,0";"49,0";"17,8";"19,7";"17,3";"918,4";"919,6";"918,4";"1,3";"21,0";"4,6";"2983,40";"0,0"
"10/04/2026";"1700";"30,2";"30,6";"28,9";"47,0";"53,0";"42,0";"17,5";"19,0";"16,1";"917,4";"918,4";"917,4";"1,3";"338,0";"4,7";"2977,60";"0,0"
"10/04/2026";"1800";"28,6";"30,7";"28,6";"47,0";"50,0";"42,0";"16,2";"18,3";"15,8";"916,6";"917,4";"916,6";"0,7";"349,0";"4,4";"2325,70";"0,0"
"10/04/2026";"1900";"26,0";"28,6";"25,8";"66,0";"69,0";"47,0";"19,2";"19,6";"16,5";"916,7";"916,7";"916,5";"1,1";"28,0";"4,1";"486,80";"0,0"
"10/04/2026";"2000";"23,3";"26,2";"23,3";"75,0";"75,0";"63,0";"18,6";"19,8";"18,0";"917,3";"917,3";"916,7";"1,9";"14,0";"4,6";"202,70";"0,4"
"10/04/2026";"2100";"21,7";"23,2";"21,1";"91,0";"91,0";"75,0";"20,1";"20,3";"18,5";"917,9";"917,9";"917,2";"1,3";"140,0";"5,4";"34,30";"5,6"
"10/04/2026";"2200";"21,2";"21,8";"20,3";"90,0";"91,0";"87,0";"19,5";"20,2";"18,4";"918,2";"918,3";"917,9";"0,3";"124,0";"4,5";"";"0,4"
"10/04/2026";"2300";"21,8";"22,2";"21,2";"86,0";"90,0";"85,0";"19,3";"20,0";"19,3";"918,8";"919,0";"918,2";"0,8";"104,0";"2,9";"";"0,0"
"11/04/2026";"0000";"21,6";"22,1";"21,4";"85,0";"87,0";"82,0";"19,0";"19,5";"18,8";"920,0";"920,0";"918,7";"1,0";"127,0";"4,1";"";"0,0"
"11/04/2026";"0100";"19,9";"21,7";"19,9";"88,0";"90,0";"85,0";"17,9";"19,4";"17,9";"920,6";"920,6";"919,7";"2,2";"150,0";"7,6";"";"1,6"
"11/04/2026";"0200";"19,3";"19,9";"19,3";"91,0";"91,0";"88,0";"17,8";"18,0";"17,7";"921,0";"921,0";"920,4";"0,2";"307,0";"8,0";"";"3,0"
"11/04/2026";"0300";"19,0";"19,3";"18,9";"92,0";"92,0";"91,0";"17,6";"17,8";"17,5";"921,2";"921,4";"920,7";"0,5";"26,0";"3,3";"";"1,2"
"11/04/2026";"0400";"18,9";"19,2";"18,8";"92,0";"92,0";"92,0";"17,6";"17,9";"17,5";"920,8";"921,2";"920,7";"0,1";"53,0";"2,4";"";"0,4"
"11/04/2026";"0500";"19,5";"19,6";"18,8";"92,0";"92,0";"92,0";"18,3";"18,3";"17,5";"920,2";"920,8";"920,2";"0,9";"113,0";"2,4";"";"0,0"
"11/04/2026";"0600";"19,4";"19,7";"19,3";"92,0";"92,0";"92,0";"18,1";"18,4";"18,0";"920,0";"920,2";"920,0";"0,6";"103,0";"2,7";"";"0,0"
"11/04/2026";"0700";"19,4";"19,4";"19,3";"92,0";"92,0";"92,0";"18,1";"18,2";"18,0";"920,0";"920,2";"920,0";"1,7";"113,0";"3,6";"";"0,0"
"11/04/2026";"0800";"19,2";"19,5";"19,2";"91,0";"92,0";"91,0";"17,7";"18,2";"17,7";"920,2";"920,2";"919,9";"2,2";"114,0";"5,0";"";"0,0"
"11/04/2026";"0900";"19,2";"19,4";"19,1";"89,0";"91,0";"88,0";"17,3";"17,8";"17,3";"920,3";"920,4";"920,1";"2,1";"101,0";"6,1";"1,50";"0,0"
"11/04/2026";"1000";"19,1";"19,4";"19,0";"88,0";"90,0";"87,0";"17,1";"17,4";"17,1";"921,2";"921,2";"920,3";"2,4";"106,0";"5,8";"66,60";"0,0"
"11/04/2026";"1100";"19,7";"20,0";"19,0";"84,0";"89,0";"82,0";"16,8";"17,3";"16,8";"921,7";"921,8";"921,2";"1,9";"111,0";"7,3";"611,60";"0,0"
"11/04/2026";"1200";"20,9";"20,9";"19,7";"79,0";"85,0";"79,0";"17,2";"17,6";"17,0";"922,3";"922,4";"921,7";"2,2";"105,0";"6,9";"950,40";"0,0"
"11/04/2026";"1300";"21,5";"22,2";"20,7";"76,0";"82,0";"74,0";"17,1";"17,9";"16,9";"922,3";"922,5";"922,3";"2,7";"109,0";"7,2";"1603,00";"0,0"
"11/04/2026";"1400";"23,0";"23,9";"21,5";"71,0";"79,0";"66,0";"17,5";"18,8";"16,9";"922,1";"922,3";"922,1";"1,3";"114,0";"7,2";"2167,80";"0,0"
"11/04/2026";"1500";"24,3";"24,7";"22,5";"70,0";"76,0";"67,0";"18,5";"18,7";"17,2";"921,7";"922,1";"921,6";"1,6";"92,0";"6,3";"1843,20";"0,0"
"11/04/2026";"1600";"23,7";"26,3";"23,4";"69,0";"72,0";"59,0";"17,6";"19,1";"16,5";"921,2";"921,7";"921,2";"1,6";"108,0";"5,0";"2710,70";"0,0"
"11/04/2026";"1700";"27,2";"27,2";"23,4";"59,0";"71,0";"57,0";"18,6";"19,0";"17,0";"920,6";"921,2";"920,6";"1,3";"82,0";"6,3";"2775,50";"0,0"
"11/04/2026";"1800";"24,9";"27,3";"24,2";"61,0";"67,0";"56,0";"16,9";"18,4";"16,6";"920,3";"920,7";"920,3";"1,7";"104,0";"6,8";"2058,10";"0,0"
"11/04/2026";"1900";"24,6";"25,0";"23,7";"62,0";"67,0";"61,0";"17,0";"17,9";"16,6";"920,2";"920,3";"920,1";"2,0";"80,0";"6,0";"1026,10";"0,0"
"11/04/2026";"2000";"22,4";"24,6";"22,3";"73,0";"73,0";"61,0";"17,2";"17,6";"16,7";"920,5";"920,6";"920,2";"2,6";"93,0";"6,3";"298,50";"0,0"
"11/04/2026";"2100";"21,5";"22,4";"21,5";"73,0";"73,0";"70,0";"16,5";"17,0";"16,4";"920,9";"921,0";"920,5";"2,0";"104,0";"6,8";"52,80";"0,0"
"11/04/2026";"2200";"20,6";"21,5";"20,6";"77,0";"77,0";"73,0";"16,4";"16,6";"16,4";"921,4";"921,4";"920,9";"1,5";"99,0";"5,1";"";"0,0"
"11/04/2026";"2300";"20,3";"21,1";"20,3";"79,0";"79,0";"75,0";"16,6";"16,7";"16,3";"922,1";"922,1";"921,4";"1,6";"129,0";"4,7";"";"0,0"
"12/04/2026";"0000";"19,8";"20,4";"19,8";"80,0";"81,0";"78,0";"16,2";"16,7";"16,2";"922,6";"922,6";"922,1";"1,9";"119,0";"5,6";"";"0,0"
"12/04/2026";"0100";"19,4";"20,0";"19,4";"80,0";"80,0";"78,0";"15,9";"16,3";"15,8";"922,6";"922,7";"922,5";"1,7";"136,0";"5,2";"";"0,0"
"12/04/2026";"0200";"19,1";"19,5";"19,0";"81,0";"82,0";"79,0";"15,8";"16,0";"15,7";"922,6";"922,7";"922,6";"2,2";"128,0";"8,3";"";"0,0"
"12/04/2026";"0300";"19,0";"19,3";"18,8";"79,0";"82,0";"79,0";"15,4";"15,8";"15,3";"922,5";"922,6";"922,5";"1,5";"119,0";"6,2";"";"0,0"
"12/04/2026";"0400";"18,9";"19,0";"18,6";"79,0";"81,0";"78,0";"15,0";"15,4";"15,0";"922,0";"922,5";"922,0";"1,0";"118,0";"4,9";"";"0,0"
"12/04/2026";"0500";"17,9";"18,9";"17,0";"84,0";"88,0";"79,0";"15,2";"15,5";"14,7";"921,9";"922,0";"921,8";"0,7";"96,0";"3,0";"";"0,0"
"12/04/2026";"0600";"17,5";"18,1";"17,4";"84,0";"84,0";"82,0";"14,7";"15,2";"14,6";"921,5";"921,9";"921,5";"1,8";"144,0";"4,7";"";"0,0"
"12/04/2026";"0700";"17,7";"18,1";"17,5";"81,0";"84,0";"80,0";"14,4";"14,8";"14,4";"921,7";"921,7";"921,4";"1,2";"116,0";"4,7";"";"0,0"
"12/04/2026";"0800";"15,7";"17,8";"15,7";"88,0";"88,0";"81,0";"13,7";"14,7";"13,7";"922,1";"922,1";"921,6";"0,3";"24,0";"3,5";"";"0,0"
"12/04/2026";"0900";"17,8";"17,8";"15,6";"83,0";"90,0";"82,0";"14,8";"14,9";"13,7";"922,8";"922,8";"922,1";"0,9";"95,0";"4,3";"";"0,0"
"12/04/2026";"1000";"18,3";"18,3";"17,7";"80,0";"84,0";"80,0";"14,8";"15,1";"14,7";"923,4";"923,5";"922,8";"1,0";"105,0";"4,0";"70,20";"0,0"
"12/04/2026";"1100";"19,1";"19,1";"18,2";"76,0";"82,0";"76,0";"14,7";"15,4";"14,7";"923,8";"923,8";"923,4";"1,6";"114,0";"6,0";"341,20";"0,0"
"12/04/2026";"1200";"20,9";"21,9";"19,1";"69,0";"79,0";"64,0";"15,1";"15,4";"14,6";"924,1";"924,1";"923,8";"1,9";"106,0";"6,4";"1485,20";"0,0"
"12/04/2026";"1300";"21,8";"22,7";"20,9";"69,0";"69,0";"61,0";"15,9";"16,2";"14,5";"924,2";"924,3";"924,0";"1,9";"117,0";"6,5";"1819,60";"0,0"
"12/04/2026";"1400";"22,7";"24,3";"21,5";"63,0";"71,0";"60,0";"15,3";"17,1";"14,8";"923,6";"924,3";"923,6";"1,6";"73,0";"5,6";"1410,10";"0,0"
"12/04/2026";"1500";"24,9";"26,4";"22,2";"54,0";"72,0";"50,0";"14,9";"17,3";"14,1";"922,6";"923,6";"922,6";"1,5";"78,0";"6,4";"2158,40";"0,0"
"12/04/2026";"1600";"23,0";"24,9";"22,9";"64,0";"67,0";"54,0";"15,9";"16,5";"14,8";"921,7";"922,6";"921,7";"1,9";"97,0";"6,1";"1540,10";"0,0"
